image_id,a,b,methods_a,methods_b,ssim_ab,mae
499,4,11,GRA+CODAS,TOPSIS,0.993771513343538,4.0607243883206765
499,4,36,GRA+CODAS,VIKOR,0.9891958919852097,5.377677532459579
499,4,37,GRA+CODAS,BellmanZadeh,0.9840017570446344,6.672485530989711
499,4,60,GRA+CODAS,PROMETHEEII,0.9924926521777166,4.399380569420627
499,4,63,GRA+CODAS,SMARTER+MABAC,0.9937767780911527,4.032101681161196
499,11,36,TOPSIS,VIKOR,0.9937161583537345,3.5424342961477215
499,11,37,TOPSIS,BellmanZadeh,0.988965331733662,5.084450885748407
499,11,60,TOPSIS,PROMETHEEII,0.9966711213664723,1.9768974307937286
499,11,63,TOPSIS,SMARTER+MABAC,0.9976578543293355,0.8060812905744733
499,36,37,VIKOR,BellmanZadeh,0.9969040377615902,1.6261454633145518
499,36,60,VIKOR,PROMETHEEII,0.9968879455657366,1.6088118377939735
499,36,63,VIKOR,SMARTER+MABAC,0.9952419977996537,2.7687542105585496
499,37,60,BellmanZadeh,PROMETHEEII,0.9939601815724305,3.1953034090213133
499,37,63,BellmanZadeh,SMARTER+MABAC,0.9912247257382079,4.328345097378736
499,60,63,PROMETHEEII,SMARTER+MABAC,0.99738829989752,1.1981110860178834
502,0,2,PROMETHEEII,SMARTER+GRA+CODAS+MABAC,0.9946459157091997,6.726084505910093
502,0,11,PROMETHEEII,TOPSIS,0.9912752666195143,7.358925714263841
502,0,12,PROMETHEEII,VIKOR,0.9930779974485219,7.012875218183488
502,0,74,PROMETHEEII,BellmanZadeh,0.9590572636163974,15.144119285123715
502,2,11,SMARTER+GRA+CODAS+MABAC,TOPSIS,0.9954529129028039,3.927026235607545
502,2,12,SMARTER+GRA+CODAS+MABAC,VIKOR,0.9971537652322093,2.5605985500367465
502,2,74,SMARTER+GRA+CODAS+MABAC,BellmanZadeh,0.9640445278294115,14.50015693900049
502,11,12,TOPSIS,VIKOR,0.9981029607750492,1.3747129164625185
502,11,74,TOPSIS,BellmanZadeh,0.9795808248440893,10.599128031602156
502,12,74,VIKOR,BellmanZadeh,0.9746685985381803,11.963988241058304
516,3,7,GRA+CODAS,VIKOR,0.9883083225760988,7.767842461300783
516,3,11,GRA+CODAS,TOPSIS+PROMETHEEII,0.9909924017766031,5.520780752875673
516,3,76,GRA+CODAS,SMARTER+MABAC,0.9896172110288673,6.6792802404552125
516,3,98,GRA+CODAS,BellmanZadeh,0.9797259177307885,10.724986520282673
516,7,11,VIKOR,TOPSIS+PROMETHEEII,0.9963904659801205,3.0087049337677434
516,7,76,VIKOR,SMARTER+MABAC,0.9973680336274238,1.3924409378059226
516,7,98,VIKOR,BellmanZadeh,0.9796678068863096,8.007054385401371
516,11,76,TOPSIS+PROMETHEEII,SMARTER+MABAC,0.9976885276070715,1.6217839880078315
516,11,98,TOPSIS+PROMETHEEII,BellmanZadeh,0.9740869511096465,10.012750760982623
516,76,98,SMARTER+MABAC,BellmanZadeh,0.9767766025107849,8.883506084036956
527,1,3,GRA+CODAS,PROMETHEEII,0.8578901753794838,29.703283697381302
527,1,8,GRA+CODAS,VIKOR,0.9728507539005973,11.558812197901371
527,1,35,GRA+CODAS,BellmanZadeh,0.97967067981962,8.179786446861234
527,1,54,GRA+CODAS,SMARTER+MABAC,0.9769287048480797,9.72749556412139
527,1,99,GRA+CODAS,TOPSIS,0.994548650875471,2.9882597398127753
527,3,8,PROMETHEEII,VIKOR,0.9278631787412509,19.326978268018845
527,3,35,PROMETHEEII,BellmanZadeh,0.9040061374236181,23.103615527869554
527,3,54,PROMETHEEII,SMARTER+MABAC,0.9136901303457912,21.14537636135585
527,3,99,PROMETHEEII,TOPSIS,0.8623637659773943,28.297037043410427
527,8,35,VIKOR,BellmanZadeh,0.9894588536845733,4.590912567302986
527,8,54,VIKOR,SMARTER+MABAC,0.9922554689376697,2.9797981101627506
527,8,99,VIKOR,TOPSIS,0.9783100986361385,9.960260646108663
527,35,54,BellmanZadeh,SMARTER+MABAC,0.9937668794478787,3.2048090086576115
527,35,99,BellmanZadeh,TOPSIS,0.9860228028879358,6.408258573482623
527,54,99,SMARTER+MABAC,TOPSIS,0.9850975999347387,7.798411783376163
53,4,46,TOPSIS+GRA+CODAS,SMARTER+MABAC,0.9920938103190109,5.438428715243753
53,4,49,TOPSIS+GRA+CODAS,BellmanZadeh,0.9832465587997301,10.503066530652866
53,4,54,TOPSIS+GRA+CODAS,PROMETHEEII,0.993498017087463,4.761224966315532
53,4,99,TOPSIS+GRA+CODAS,VIKOR,0.9875288830014974,8.266498212426507
53,46,49,SMARTER+MABAC,BellmanZadeh,0.9936287144411505,6.084561412910338
53,46,54,SMARTER+MABAC,PROMETHEEII,0.9973430937995749,2.2865615239159727
53,46,99,SMARTER+MABAC,VIKOR,0.9963180775523317,3.7335970036134247
53,49,54,BellmanZadeh,PROMETHEEII,0.9902385990633609,8.362415693134492
53,49,99,BellmanZadeh,VIKOR,0.9972429870717296,2.356285981136698
53,54,99,PROMETHEEII,VIKOR,0.9940563212446326,6.012657034695002
531,4,19,CODAS,BellmanZadeh,0.9896602806711008,5.423152043269231
531,4,25,CODAS,SMARTER+MABAC,0.9890624797575879,5.576887669953454
531,4,38,CODAS,VIKOR,0.9812195300791557,7.567747408592601
531,4,48,CODAS,PROMETHEEII,0.9534154644896184,12.426581256124448
531,4,66,CODAS,GRA,0.997186924284805,1.9608724277315042
531,4,81,CODAS,TOPSIS,0.9968221751331231,2.3534754333047525
531,19,25,BellmanZadeh,SMARTER+MABAC,0.9988918132622265,0.17673580276212641
531,19,38,BellmanZadeh,VIKOR,0.9965786522808706,2.266223090703087
531,19,48,BellmanZadeh,PROMETHEEII,0.9813156335488146,7.289364416186918
531,19,66,BellmanZadeh,GRA,0.9890134629693651,5.800697517301568
531,19,81,BellmanZadeh,TOPSIS,0.9942129909656203,3.6006519667136208
531,25,38,SMARTER+MABAC,VIKOR,0.996801416340616,2.0968012195308674
531,25,48,SMARTER+MABAC,PROMETHEEII,0.9819560907301632,7.118980815164135
531,25,66,SMARTER+MABAC,GRA,0.9883718080735131,5.9649643250857425
531,25,81,SMARTER+MABAC,TOPSIS,0.9937827075607989,3.7693714401641354
531,38,48,VIKOR,PROMETHEEII,0.989641462559248,5.046332890586722
531,38,66,VIKOR,GRA,0.9805678130438794,7.988042492191328
531,38,81,VIKOR,TOPSIS,0.9877524400149282,5.843829904917932
531,48,66,PROMETHEEII,GRA,0.9524221768758061,12.908909350502205
531,48,81,PROMETHEEII,TOPSIS,0.963416464899055,10.828339355707985
531,66,81,GRA,TOPSIS,0.9966917694062843,2.435983241976972
534,2,4,SMARTER+GRA+MABAC,PROMETHEEII,0.9869044451767943,6.820911069175649
534,2,32,SMARTER+GRA+MABAC,CODAS,0.998471960284772,0.7509732131920627
534,2,59,SMARTER+GRA+MABAC,BellmanZadeh,0.9811162948332444,9.621566480891719
534,2,65,SMARTER+GRA+MABAC,TOPSIS,0.9878045354666978,7.359204663767761
534,2,92,SMARTER+GRA+MABAC,VIKOR,0.9961295300550145,3.2574818754593338
534,4,32,PROMETHEEII,CODAS,0.9847704660496369,7.546597007441205
534,4,59,PROMETHEEII,BellmanZadeh,0.9473598404174596,16.2689307669341
534,4,65,PROMETHEEII,TOPSIS,0.9583514527365684,14.049789376378001
534,4,92,PROMETHEEII,VIKOR,0.975977644344736,10.019520723603625
534,32,59,CODAS,BellmanZadeh,0.983295681721642,8.887251768434592
534,32,65,CODAS,TOPSIS,0.9894503132185257,6.625351198860852
534,32,92,CODAS,VIKOR,0.9967894130144043,2.523732717571044
534,59,65,BellmanZadeh,TOPSIS,0.997159958120426,2.2859294616609507
534,59,92,BellmanZadeh,VIKOR,0.9904972172025626,6.3895852791217544
534,65,92,TOPSIS,VIKOR,0.9948232446847326,4.120083694420627
550,0,2,SMARTER+GRA+MABAC,CODAS,0.9984213349415987,1.0390392987311015
550,0,4,SMARTER+GRA+MABAC,PROMETHEEII,0.9732069242751307,10.989120714092872
550,0,22,SMARTER+GRA+MABAC,VIKOR,0.996098955987777,3.1110296723137147
550,0,29,SMARTER+GRA+MABAC,BellmanZadeh,0.9228721521700578,22.074695430615552
550,0,52,SMARTER+GRA+MABAC,TOPSIS,0.989414844348507,6.134239905338823
550,2,4,CODAS,PROMETHEEII,0.9752604835303523,10.343895535232182
550,2,22,CODAS,VIKOR,0.9974336613867931,2.1046050300350974
550,2,29,CODAS,BellmanZadeh,0.9294122212936751,21.106255483936284
550,2,52,CODAS,TOPSIS,0.9922914475903952,5.13274869651053
550,4,22,PROMETHEEII,VIKOR,0.9779193743717507,9.495595977321814
550,4,29,PROMETHEEII,BellmanZadeh,0.9510971422896081,15.194682901930346
550,4,52,PROMETHEEII,TOPSIS,0.9788441484160476,9.077938862547246
550,22,29,VIKOR,BellmanZadeh,0.942368797680671,19.080068633571813
550,22,52,VIKOR,TOPSIS,0.9962089860147011,3.047401774264309
550,29,52,BellmanZadeh,TOPSIS,0.9593022951614955,16.130478135967873
552,4,55,GRA+CODAS,SMARTER+MABAC,0.9928327410386062,4.274326023548506
552,4,62,GRA+CODAS,TOPSIS,0.9958170196490056,3.08941360316634
552,4,72,GRA+CODAS,PROMETHEEII,0.976890910110545,8.521161406020333
552,4,79,GRA+CODAS,VIKOR,0.9843305147349758,6.855660139024987
552,4,87,GRA+CODAS,BellmanZadeh,0.9878938322656817,5.75323973772048
552,55,62,SMARTER+MABAC,TOPSIS,0.9969460543513592,1.8748019123591377
552,55,72,SMARTER+MABAC,PROMETHEEII,0.9907960892001404,4.776505466070554
552,55,79,SMARTER+MABAC,VIKOR,0.9953006349901314,3.0015153226053406
552,55,87,SMARTER+MABAC,BellmanZadeh,0.995231875010854,3.4433622458353748
552,62,72,TOPSIS,PROMETHEEII,0.9844378088607406,6.608069726849584
552,62,79,TOPSIS,VIKOR,0.9907178006686355,4.8429629126347375
552,62,87,TOPSIS,BellmanZadeh,0.9918391722843823,4.821936435877021
552,72,79,PROMETHEEII,VIKOR,0.9972033644217168,1.786178745865997
552,72,87,PROMETHEEII,BellmanZadeh,0.9948363556027009,3.874672724767271
552,79,87,VIKOR,BellmanZadeh,0.9967287691755078,2.926464987291769
557,2,4,GRA,PROMETHEEII,0.8679533421412792,28.60345444046745
557,2,11,GRA,BellmanZadeh,0.9878120015124368,7.993137294267009
557,2,38,GRA,CODAS,0.9981573740242448,0.936310725648556
557,2,67,GRA,VIKOR,0.983891647095558,8.726302465736662
557,2,77,GRA,SMARTER+MABAC,0.9845730291980253,8.446980256516152
557,2,89,GRA,TOPSIS,0.9964238452608098,2.3487910318771417
557,4,11,PROMETHEEII,BellmanZadeh,0.9120990034032693,20.638405626682573
557,4,38,PROMETHEEII,CODAS,0.8617119440123121,29.53355971610377
557,4,67,PROMETHEEII,VIKOR,0.9239178568561666,19.89902162108419
557,4,77,PROMETHEEII,SMARTER+MABAC,0.922576305234522,20.17806563188326
557,4,89,PROMETHEEII,TOPSIS,0.8766366271587822,26.922462945117474
557,11,38,BellmanZadeh,CODAS,0.9852946898189404,8.9241068014256
557,11,67,BellmanZadeh,VIKOR,0.9957313992379815,0.7474813960780715
557,11,77,BellmanZadeh,SMARTER+MABAC,0.995998617849222,0.46924712432697013
557,11,89,BellmanZadeh,TOPSIS,0.9898033543345575,6.391998305953255
557,38,67,CODAS,VIKOR,0.9812046140977354,9.657298741128242
557,38,77,CODAS,SMARTER+MABAC,0.9820206820911616,9.37785989889256
557,38,89,CODAS,TOPSIS,0.9957553807869458,3.03104063417768
557,67,77,VIKOR,SMARTER+MABAC,0.998869110501369,0.28120267758810574
557,67,89,VIKOR,TOPSIS,0.9861953682223641,7.116003005690161
557,77,89,SMARTER+MABAC,TOPSIS,0.986816489488878,6.844208405989966
568,20,35,CODAS,PROMETHEEII,0.7966080400474753,14.492085106871631
568,20,74,CODAS,TOPSIS,0.9953496586772136,1.9580633153172464
568,20,78,CODAS,SMARTER+GRA+MABAC,0.9799879652190766,4.169541967785399
568,20,92,CODAS,VIKOR,0.9687513231540293,5.591236583629349
568,20,95,CODAS,BellmanZadeh,0.9775929779308863,4.039986908990691
568,35,74,PROMETHEEII,TOPSIS,0.8184738484989948,12.934593279182998
568,35,78,PROMETHEEII,SMARTER+GRA+MABAC,0.8616941983785618,10.626880397170504
568,35,92,PROMETHEEII,VIKOR,0.883470805049047,9.47940510549363
568,35,95,PROMETHEEII,BellmanZadeh,0.8706503474300341,10.68783110301323
568,74,78,TOPSIS,SMARTER+GRA+MABAC,0.9876039905642661,2.4632824940286624
568,74,92,TOPSIS,VIKOR,0.979186970726478,3.8601501255512005
568,74,95,TOPSIS,BellmanZadeh,0.9849021031440743,2.3986217119365505
568,78,92,SMARTER+GRA+MABAC,VIKOR,0.9938864406217408,1.444645030775355
568,78,95,SMARTER+GRA+MABAC,BellmanZadeh,0.9948367725056965,1.0644320722072513
568,92,95,VIKOR,BellmanZadeh,0.9943551835069268,1.6740850647660461
585,0,36,GRA,BellmanZadeh,0.933116872409298,20.425307562163155
585,0,37,GRA,SMARTER+PROMETHEEII+MABAC,0.998556191484192,0.6626897622182754
585,0,58,GRA,TOPSIS,0.9964249875834249,3.037319424454924
585,0,74,GRA,VIKOR+CODAS,0.9984271857131672,1.1190645478625674
585,36,37,BellmanZadeh,SMARTER+PROMETHEEII+MABAC,0.937476362230768,19.79586207358525
585,36,58,BellmanZadeh,TOPSIS,0.9509611466935768,17.53069353640985
585,36,74,BellmanZadeh,VIKOR+CODAS,0.9402213140379927,19.355801288430918
585,37,58,SMARTER+PROMETHEEII+MABAC,TOPSIS,0.9974132997198465,2.385702474277315
585,37,74,SMARTER+PROMETHEEII+MABAC,VIKOR+CODAS,0.9989321260880928,0.46123223909848116
585,58,74,TOPSIS,VIKOR+CODAS,0.997761315604454,1.9277094944267517
592,4,78,SMARTER+TOPSIS+PROMETHEEII+GRA+CODAS+MABAC,VIKOR,0.9953946002189271,3.219016987689858
592,4,89,SMARTER+TOPSIS+PROMETHEEII+GRA+CODAS+MABAC,BellmanZadeh,0.9852789808446221,6.829063763167565
592,78,89,VIKOR,BellmanZadeh,0.9915629108291006,5.0158374418177365
593,0,2,PROMETHEEII,SMARTER+MABAC,0.9913572035395286,5.529663384982851
593,0,40,PROMETHEEII,GRA,0.9972480519814249,2.1031055740139637
593,0,48,PROMETHEEII,BellmanZadeh,0.9464231164486077,16.919760151273884
593,0,60,PROMETHEEII,TOPSIS,0.972291177359895,11.403262895792503
593,0,85,PROMETHEEII,VIKOR+CODAS,0.9858874160555583,7.555396596337579
593,2,40,SMARTER+MABAC,GRA,0.9954653959003115,3.4383110109933854
593,2,48,SMARTER+MABAC,BellmanZadeh,0.9736483371995772,11.521374326310632
593,2,60,SMARTER+MABAC,TOPSIS,0.9910262143516995,5.916269693930671
593,2,85,SMARTER+MABAC,VIKOR+CODAS,0.9971898749926172,2.050156364833415
593,40,48,GRA,BellmanZadeh,0.9579386745814302,14.877942127786625
593,40,60,GRA,TOPSIS,0.9807856472517419,9.3253929216683
593,40,85,GRA,VIKOR+CODAS,0.9917191931277881,5.468497844959579
593,48,60,BellmanZadeh,TOPSIS,0.9918189326016964,5.8071281885411565
593,48,85,BellmanZadeh,VIKOR+CODAS,0.9815146727238461,9.528927494181774
593,60,85,TOPSIS,VIKOR+CODAS,0.995183106264231,3.882551732453454
595,0,2,GRA,CODAS,0.9982905582701112,0.7568565118201862
595,0,5,GRA,SMARTER+PROMETHEEII+MABAC,0.9901847187263936,6.69308616716683
595,0,25,GRA,BellmanZadeh,0.9420099195845215,20.069474216070553
595,0,53,GRA,VIKOR,0.9812865005472909,10.17793007027805
595,0,73,GRA,TOPSIS,0.9877838115123805,7.60308739205659
595,2,5,CODAS,SMARTER+PROMETHEEII+MABAC,0.9909511595796044,6.371648299699902
595,2,25,CODAS,BellmanZadeh,0.9461437207778123,19.39716859076433
595,2,53,CODAS,VIKOR,0.9828631728990305,9.728648161899804
595,2,73,CODAS,TOPSIS,0.9899028755220959,6.867072188112445
595,5,25,SMARTER+PROMETHEEII+MABAC,BellmanZadeh,0.9525987679015863,17.818092865782706
595,5,53,SMARTER+PROMETHEEII+MABAC,VIKOR,0.993061738139736,4.684041600318471
595,5,73,SMARTER+PROMETHEEII+MABAC,TOPSIS,0.9862668467319569,7.750135886207741
595,25,53,BellmanZadeh,VIKOR,0.9660711544003829,14.366222420841499
595,25,73,BellmanZadeh,TOPSIS,0.9736721625775844,13.3435523908317
595,53,73,VIKOR,TOPSIS,0.9854427130078057,8.013071870406664
596,4,21,GRA+CODAS,BellmanZadeh,0.9807836832328775,7.7368396121692795
596,4,23,GRA+CODAS,TOPSIS,0.9954541792760931,3.375820580444635
596,4,41,GRA+CODAS,PROMETHEEII+VIKOR,0.9842085346315611,6.895770015464233
596,4,52,GRA+CODAS,SMARTER+MABAC,0.9955323268347485,3.3776143740813325
596,21,23,BellmanZadeh,TOPSIS,0.9817733786838533,8.51999823922097
596,21,41,BellmanZadeh,PROMETHEEII+VIKOR,0.9976459125444658,1.0709268587702108
596,21,52,BellmanZadeh,SMARTER+MABAC,0.9837760236316518,8.108143890096766
596,23,41,TOPSIS,PROMETHEEII+VIKOR,0.9854925339386182,7.629937836844684
596,23,52,TOPSIS,SMARTER+MABAC,0.9976546771256037,0.77254036394537
596,41,52,PROMETHEEII+VIKOR,SMARTER+MABAC,0.9870775557425812,7.245610971184468
6,3,19,GRA+CODAS,SMARTER+VIKOR+MABAC,0.9926611446914888,2.6244621968397843
6,3,27,GRA+CODAS,PROMETHEEII,0.897714669537861,23.05027741839172
6,3,81,GRA+CODAS,BellmanZadeh,0.985539498951061,4.755448845541402
6,3,97,GRA+CODAS,TOPSIS,0.9951457537712481,4.052255902437531
6,19,27,SMARTER+VIKOR+MABAC,PROMETHEEII,0.9228058563582016,20.616035816542137
6,19,81,SMARTER+VIKOR+MABAC,BellmanZadeh,0.9874543028084157,5.217871524375306
6,19,97,SMARTER+VIKOR+MABAC,TOPSIS,0.9858094339717778,6.6745238241058304
6,27,81,PROMETHEEII,BellmanZadeh,0.9166474481756448,22.1646476719439
6,27,97,PROMETHEEII,TOPSIS,0.8714893877591748,26.904614102308916
6,81,97,BellmanZadeh,TOPSIS,0.983232823909966,6.11266306344929
76,0,1,PROMETHEEII,SMARTER+GRA+CODAS+MABAC,0.9923929614244686,5.821894330291523
76,0,65,PROMETHEEII,TOPSIS+VIKOR,0.9828943693593425,8.801431972684957
76,0,67,PROMETHEEII,BellmanZadeh,0.9565644521006482,14.107581206363303
76,1,65,SMARTER+GRA+CODAS+MABAC,TOPSIS+VIKOR,0.9894315641857776,6.356632395271926
76,1,67,SMARTER+GRA+CODAS+MABAC,BellmanZadeh,0.9659937534924296,12.636334536532337
76,65,67,TOPSIS+VIKOR,BellmanZadeh,0.9884443772696757,6.5659751462212155
90,0,3,SMARTER+PROMETHEEII+GRA+MABAC,CODAS,0.9965419272761413,2.8557299960191083
90,0,46,SMARTER+PROMETHEEII+GRA+MABAC,VIKOR,0.9903820566379439,5.996341598787359
90,0,80,SMARTER+PROMETHEEII+GRA+MABAC,TOPSIS,0.9779398110572569,9.671416144812591
90,0,88,SMARTER+PROMETHEEII+GRA+MABAC,BellmanZadeh,0.9418876146292298,17.883570879011515
90,3,46,CODAS,VIKOR,0.9961255243608349,3.15390739833415
90,3,80,CODAS,TOPSIS,0.9873240718559946,7.109145811642577
90,3,88,CODAS,BellmanZadeh,0.9581299544047956,15.080798226206516
90,46,80,VIKOR,TOPSIS,0.993888117039058,4.694126366517638
90,46,88,VIKOR,BellmanZadeh,0.9731567102877323,11.985635775202107
90,80,88,TOPSIS,BellmanZadeh,0.9832212746131211,9.429942047403234
95,3,6,CODAS,BellmanZadeh+PROMETHEEII+VIKOR,0.987576871471081,6.37835375904686
95,3,15,CODAS,TOPSIS+GRA,0.9947289109182305,1.0216669413947497
95,3,28,CODAS,SMARTER+MABAC,0.9945958577009388,1.1990563090345927
95,6,15,BellmanZadeh+PROMETHEEII+VIKOR,TOPSIS+GRA,0.985749812452944,6.112309479268891
95,6,28,BellmanZadeh+PROMETHEEII+VIKOR,SMARTER+MABAC,0.9860623512181863,6.044342070964181
95,15,28,TOPSIS+GRA,SMARTER+MABAC,0.9986916128472927,0.1946742363837095
